censuscode,s_nl,m_nl,s_bu,m_bu,DISTRICT,ST_NM,closed_shrublands,deciduous_broadleaf_forest,deciduous_needleleaf_forest,evergreen_broadleaf_forest,evergreen_needleleaf_forest,grasslands,mixed_forest,open_shrublands,savannas,woody_savannas,sumVegetation,percentageVegetation,water,urban,percentUrban,totalArea,SOL,SOLperUrbanArea,croplands,percentCroplands,barren_or_sparsely_vegetated,No_HH,ELG_POP,BF_RUD,BF_INT,BF_ADV,CHH_RUD,CHH_INT,CHH_ADV,FC_RUD,FC_INT,FC_ADV,MSL_INT,MSL_ADV,MSW_RUD,MSW_INT,MSW_ADV,EMP_AL,EMP_NAL,EMP_UN,District_HHD_Cluster_MSL,District_HHD_Cluster_MSW,District_HHD_Cluster_CHH,District_HHD_Cluster_FC,District_HHD_Cluster_BF,District_HHD_Cluster_EMP
397,8319.091627,0.001324498,1771,0.000281964,Nabarangapur,Odisha,2.06E+07,2.57E+07,0,440236.4279,0,5.02E+07,1.20E+08,3949457.691,7.68E+07,1.79E+09,2.09E+09,3.95E-01,1.55E+07,4224337.891,7.97E-04,5.30E+09,2.23E+09,5.28E+02,3.18E+09,6.00E-01,6183909.363,300751,1116572,86.54411656,2.275863754,10.62414522,29.21882089,66.37976998,4.400354446,83.0013842,9.015105852,7.198799339,81.23791442,18.10225668,13.30943106,78.67521704,8.015980662,18.8596884,9.153820802,41.27400651,1. Under-Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,2. High AL
398,160694.1669,0.015648703,20627,0.002008696,Koraput,Odisha,2.81E+07,5.49E+07,0,3042258.508,0,1.44E+08,7.91E+07,2.83E+07,1.12E+08,5.37E+09,5.82E+09,6.68E-01,1.80E+07,6114488.234,7.03E-04,8.70E+09,9.05E+09,1.48E+03,2.84E+09,3.27E-01,1.75E+07,392287,1353676,75.96498431,1.37440063,22.02640235,36.36230056,58.23144458,5.414649733,74.31364537,6.147572568,18.89895,65.72371911,33.39167268,23.93235514,55.35234968,20.71852343,18.69930471,15.99208378,42.73156944,1. Under-Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,2. High AL
399,5387.907155,0.000786983,1942.639216,0.000283751,Malkangiri,Odisha,3.01E+07,1.23E+08,0,3073605.484,4128286.363,1.06E+08,2.53E+08,1.28E+07,2.43E+08,3.54E+09,4.31E+09,7.40E-01,9.31E+07,707951.8594,1.22E-04,5.82E+09,2.00E+09,2.82E+03,1.41E+09,2.42E-01,9794006.554,148973,546801,87.68932625,0.938321038,11.01568137,28.41260161,64.03735979,7.550272868,88.0074537,5.884942238,5.830875394,76.7013781,22.54599156,14.21202298,77.52277862,8.265850188,26.61370407,9.019551903,39.68665017,1. Under-Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,2. High AL
4,10059.32124,0.000502953,3113,0.000155646,Kargil,Jammu & Kashmir,0,0,0,0,1439941.969,1.92E+09,0,2.23E+07,205550.9688,2056645.469,1.95E+09,1.31E-01,4964876.237,1232402.906,8.28E-05,1.49E+10,9.44E+08,7.66E+02,2.40E+07,1.61E-03,1.29E+10,20529,135643,3.026455258,8.515100589,63.25860977,25.0365483,72.0003215,2.961522724,66.99128063,9.854206245,21.24565249,2.747542501,97.04527741,22.30952798,18.50801793,59.18693068,1.798839601,24.03588832,56.29925614,3. Developed,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. High Non-AL
40,41863.13923,0.028273397,6889.360784,0.004652915,Fatehgarh Sahib,Punjab,0,0,0,0,0,0,0,214354.3438,0,0,2.14E+05,1.88E-04,0,1.74E+07,1.52E-02,1.14E+09,1.71E+10,9.84E+02,1.13E+09,9.85E-01,0,172838,765906,11.11163922,11.43004837,76.75915134,57.53630452,37.12182217,5.341657506,4.115184739,32.28706245,63.07362096,1.090216272,98.47347227,2.178474062,50.95730858,46.82726484,8.261849365,28.26077874,59.71437748,3. Developed,2. Moderately-Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL
400,45815.17511,0.00567136,7543.67451,0.000933815,Koriya,Chhattisgarh,2.90E+07,4.42E+08,0,0,0,1.10E+08,8.27E+08,4.49E+07,1.03E+07,3.44E+09,4.90E+09,7.38E-01,0,4345455.922,6.55E-04,6.64E+09,9.10E+09,2.09E+03,1.73E+09,2.61E-01,685824.5469,217529,822392,65.92239609,1.456900919,31.95738913,53.58009966,44.72205269,1.694875626,61.10297615,11.05338599,27.59455245,32.95666325,66.7991523,28.29658712,32.74620258,38.96775281,12.15503069,17.77218164,52.36237707,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement
401,118498.5013,0.006195821,19235,0.001005723,Surguja,Chhattisgarh,6.59E+07,1.06E+09,0,6868264.318,0,5.23E+07,9.91E+08,6.72E+07,3.11E+07,6.12E+09,8.39E+09,5.34E-01,1145118.953,6368311.268,4.05E-04,1.57E+10,1.59E+10,2.50E+03,7.32E+09,4.66E-01,4848900.755,597878,2290987,69.97828236,8.909612998,20.96798578,52.98621592,45.00317657,2.011420056,84.43310659,3.895728727,11.51112618,44.91516697,54.66568547,32.9656164,55.48206524,11.57179793,21.55926681,9.957280421,44.71339209,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
402,10821.36908,0.001539502,4629,0.000658545,Jashpur,Chhattisgarh,2.46E+07,1.34E+08,0,2062418.047,0,2.25E+07,3.38E+08,1.08E+07,2.84E+07,2.28E+09,2.84E+09,4.89E-01,0,5505336.281,9.48E-04,5.80E+09,3.09E+09,5.62E+02,2.96E+09,5.10E-01,0,214564,818026,82.26040016,3.149917507,14.4286227,57.04677998,41.30327268,1.649108891,90.68601909,2.424170411,6.709645141,51.10796918,48.69976977,27.39032783,64.58941202,8.019455267,30.05858005,8.969397061,36.01902629,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
403,85797.08426,0.010050961,14691.20392,0.001721046,Raigarh,Chhattisgarh,8.06E+07,2.74E+08,0,1148599.5,230752.7188,3.67E+07,8.80E+08,2.56E+07,3.69E+07,2.34E+09,3.67E+09,5.19E-01,0,2.31E+07,3.25E-03,7.08E+09,3.81E+10,1.65E+03,3.38E+09,4.77E-01,5815892.798,451724,1631228,72.66027951,2.173002099,24.8232507,44.75625448,51.03667439,4.207554392,81.09970292,3.738310783,14.9404652,14.8120733,84.96435633,8.799421107,60.80932937,30.37824158,21.6262227,15.27548571,49.80468702,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
404,228507.9144,0.02871839,20715.27451,0.002603452,Korba,Chhattisgarh,2.90E+07,5.95E+08,0,4.91E+07,918409.7031,3.76E+07,9.78E+08,1.71E+07,1.69E+07,1.98E+09,3.70E+09,5.62E-01,5.67E+07,5.08E+07,7.72E-03,6.58E+09,2.98E+10,5.86E+02,2.77E+09,4.20E-01,6847687.791,563487,2129385,56.94739808,1.752105018,40.82957548,60.47275092,37.46947756,2.079574862,49.69731405,20.11117772,30.05823506,15.71400015,84.05393221,23.40280929,41.56473707,35.03073168,9.408491184,24.41611075,56.08328226,3. Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,3. High Non-AL
405,152015.0169,0.032653741,37772.4549,0.008113751,Janjgir-champa,Chhattisgarh,9014854.426,1.70E+07,0,0,0,4.27E+07,5.41E+07,4.07E+07,1846847.406,1.03E+09,1.20E+09,3.10E-01,0,8310477.656,2.15E-03,3.87E+09,3.48E+10,4.19E+03,2.65E+09,6.84E-01,1.50E+07,412720,1591384,81.02824506,1.614763035,17.22677142,39.38476231,55.42664591,5.18867077,86.63524326,4.921975916,8.227188893,9.088758965,90.58240042,5.664060138,76.40445605,17.93236456,22.09630108,11.26641967,40.94542863,3. Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,2. High AL
406,780116.0804,0.077511076,82818.92941,0.008228755,Bilaspur,Chhattisgarh,1.55E+07,6.59E+08,0,230200.0938,0,1.50E+07,8.89E+08,1.84E+07,9992046.995,2.64E+09,4.25E+09,5.09E-01,1.43E+07,3.09E+07,3.70E-03,8.34E+09,4.99E+10,1.62E+03,4.04E+09,4.85E-01,3451849.313,973304,3808846,58.93157739,2.129229306,38.7831472,48.97322204,47.176386,3.851141884,67.58478399,5.274021683,26.87220067,10.45298653,89.31251593,8.340835751,52.81643135,38.85717669,14.55556355,21.89899513,52.35483398,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement
407,82488.82543,0.016222655,21502.15294,0.004228718,Kabeerdham,Chhattisgarh,3922151.953,5.79E+07,0,0,0,1845757.219,5.84E+08,4503581.567,4378423.922,2.59E+09,3.25E+09,7.70E-01,230351.625,0,0.00E+00,4.22E+09,1.50E+10,3.55E+00,9.70E+08,2.30E-01,230958.7031,207066,792440,80.90982151,1.961125438,16.98014111,38.90702723,55.13708721,5.952903905,83.98123207,7.846196382,7.96699603,11.79030599,87.91978306,8.395973748,69.17627906,22.42547449,35.19345313,10.12329009,43.12692444,3. Developed,2. Moderately-Developed,3. Developed,1. Under-Developed,1. Under-Developed,2. High AL
408,162978.3141,0.016912425,30267.20784,0.003140859,Rajnandgaon,Chhattisgarh,5915625.397,2.15E+08,0,0,0,1.61E+07,9.43E+08,1.78E+07,3979645.251,4.78E+09,5.99E+09,7.43E-01,2076495.646,1.16E+07,1.44E-03,8.05E+09,2.75E+10,2.37E+03,2.05E+09,2.55E-01,3782266.215,378283,1567922,70.44792364,5.46260736,23.96576743,54.00040472,42.9039822,3.083767444,82.54377014,3.645165128,13.56203028,10.89468731,88.82480894,8.915258682,59.90531057,31.18361782,29.01528265,14.98001814,42.34062664,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
409,150769.3003,0.01463959,33574.94902,0.003260103,Durg,Chhattisgarh,2.50E+07,3.08E+07,0,232557.25,465215.5938,1.22E+07,2.54E+08,1.67E+07,5015689.256,3.15E+09,3.49E+09,4.06E-01,3.07E+07,1.07E+08,1.24E-02,8.60E+09,7.19E+10,6.74E+02,4.95E+09,5.76E-01,1.22E+07,1439703,5946676,59.05896369,1.728081,39.02873759,57.10320379,39.36417122,3.534629087,37.67625552,35.56823831,25.96502668,9.652970717,89.98395808,4.688853118,44.94296219,50.36210135,12.59572575,25.81960073,55.48432435,3. Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,3. High Non-AL
41,114754.4865,0.02466555,28307.29804,0.006084425,Ludhiana,Punjab,0,0,0,0,0,213893.9688,0,641780.1406,0,0,8.56E+05,2.39E-04,0,1.87E+08,5.20E-02,3.58E+09,6.66E+10,3.57E+02,3.40E+09,9.48E-01,0,1152856,4949189,5.374989765,12.10388218,81.93842024,52.77817438,41.76537738,5.457412374,5.086495712,20.72727878,73.7289462,1.020574122,98.46924091,0.907856749,30.03684216,69.04055945,4.69244557,32.103482,58.80494764,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,3. High Non-AL
410,1063542.198,0.071419616,139676.5373,0.009379642,Raipur,Chhattisgarh,5.09E+07,2.42E+08,0,0,466046.9844,6.24E+07,1.65E+09,8.69E+07,3.02E+07,4.30E+09,6.42E+09,5.16E-01,1.12E+07,7.11E+07,5.71E-03,1.24E+10,7.58E+10,1.07E+03,5.94E+09,4.77E-01,2866839.401,1407997,5674886,54.08639592,1.488967235,44.04492218,55.82647001,40.09919773,4.045653719,56.53457458,9.006381335,33.99422421,9.840626649,89.72518407,6.249202449,53.99642407,39.71798704,12.37552613,24.59258212,52.7717385,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,3. High Non-AL
411,50214.71869,0.008860252,13191.91373,0.002327678,Mahasamund,Chhattisgarh,7142482.962,5710316.816,0,0,0,1.59E+07,2.12E+08,9215212.057,5041671.824,1.16E+09,1.42E+09,2.99E-01,3479246.781,4045647.423,8.55E-04,4.73E+09,1.74E+10,4.30E+03,3.31E+09,6.99E-01,3018916.844,287562,1050283,76.40990013,3.387701783,20.09619073,39.8533944,55.55214562,4.593180253,85.04058916,3.399448815,11.38443814,15.14805329,84.45191611,9.711756073,70.43709078,19.83758702,26.04669408,11.80995979,46.41063409,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
412,74960.51985,0.015487489,19835.27843,0.004098139,Dhamtari,Chhattisgarh,1.10E+07,3.91E+08,0,465786.7188,1630565.5,9378284.831,4.72E+08,1.05E+07,1.05E+07,1.26E+09,2.17E+09,5.35E-01,5.96E+07,6281872.516,1.55E-03,4.06E+09,1.26E+10,2.01E+03,1.81E+09,4.47E-01,9172073.776,222871,909162,64.25896999,3.893808975,31.76507711,47.38055512,48.66026894,3.960454702,77.0680093,6.076675745,16.61644987,9.348252128,90.32276249,8.732084031,50.31425758,40.97315667,30.08869706,16.00902809,45.22186365,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
413,24710.96239,0.003054698,7803,0.000964584,Uttar Bastar Kanker,Chhattisgarh,4262396.136,8.03E+08,0,0,0,7974815.719,7.21E+08,1308914.147,4.18E+07,3.74E+09,5.32E+09,7.83E-01,2192491.799,2333098.703,3.43E-04,6.80E+09,5.90E+09,2.53E+03,1.47E+09,2.16E-01,1553211.319,185164,741464,74.62312707,2.243467953,23.07082694,52.42975092,44.56670519,3.012038517,88.16734246,1.902664125,9.660690523,25.29904463,74.28804573,10.0632488,74.42283219,15.51918083,31.55513956,11.55673101,42.1731871,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
414,180831.9198,0.014757807,16712.15686,0.00136389,Bastar,Chhattisgarh,7.88E+07,1.82E+08,0,235239.8594,0,1.50E+08,4.18E+08,3.55E+07,2.09E+08,7.14E+09,8.21E+09,7.94E-01,1172433.563,9160309.734,8.85E-04,1.03E+10,7.67E+09,8.37E+02,2.12E+09,2.05E-01,2110403.219,354807,1367561,74.52250012,4.882972433,20.49875143,48.75110356,48.00982478,3.239815449,85.58051053,1.796085196,12.13023193,42.97263188,56.71725445,12.0956799,64.31792834,23.58713554,20.9099265,12.5848134,41.41102298,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
415,128.0815092,2.53E-05,83,1.64E-05,Narayanpur,Chhattisgarh,6215905.725,1.27E+09,0,7574449.23,0,5434073.972,4.62E+08,796731.1322,2.89E+07,2.44E+09,4.22E+09,9.87E-01,0,936450.8125,2.19E-04,4.27E+09,2.88E+08,3.07E+02,5.51E+07,1.29E-02,0,32896,136033,83.83769759,0.257724343,15.81251824,39.35912269,56.86383755,3.776878648,89.19699356,1.402477505,9.129195039,53.06411114,43.48412269,19.20339859,57.85102748,22.96107125,24.29336999,11.59204017,41.52595326,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
416,94451.52921,0.009036172,12254.50588,0.001172388,Dakshin Bastar Dantewada,Chhattisgarh,2.89E+07,2.89E+08,0,1.42E+07,0,6.44E+07,4.75E+08,5755803.31,3.38E+08,7.25E+09,8.47E+09,9.54E-01,0,1180442.281,1.33E-04,8.87E+09,4.93E+09,4.17E+03,4.04E+08,4.55E-02,0,138160,517291,78.69442675,0.610096989,20.46809134,51.82630356,45.07254488,3.105187464,82.36318761,2.206699479,14.89570715,50.094109,47.87125217,10.70297554,70.39140779,18.90526274,25.56936038,13.72071039,40.59030604,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
417,822.9014982,7.94E-05,475,4.58E-05,Bijapur,Chhattisgarh,2.01E+07,1.80E+09,0,8151431.005,0,1.53E+07,1.14E+09,2.71E+07,1.26E+08,5.46E+09,8.59E+09,9.78E-01,0,0,0.00E+00,8.78E+09,5.07E+08,5.77E-02,1.89E+08,2.16E-02,0,58611,228436,91.56813909,1.474236918,6.862708365,38.92763816,57.09628909,3.974581563,93.78416509,1.839714388,3.775501186,63.0406852,33.51188343,13.18222006,81.96215216,4.862472915,23.16535047,9.725262218,38.96933933,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
418,37689.11005,0.004649012,4517.12549,0.000557195,Sheopur,Madhya Pradesh,2481237.68,1.53E+08,0,0,0,7.66E+08,1.28E+07,7.13E+08,0,2.96E+09,4.61E+09,7.05E-01,0,5385224.531,8.23E-04,6.54E+09,2.93E+09,5.45E+02,1.93E+09,2.95E-01,0,179651,722108,78.00869853,1.519867966,18.13745985,40.85700831,54.55073782,4.606437482,59.33935185,24.5223244,15.9817947,39.07226567,60.26259637,7.14594742,65.28379747,27.55496323,21.70257081,11.83548721,54.0182355,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement
419,24977.78782,0.004022258,6182.058824,0.000995518,Morena,Madhya Pradesh,4556490.04,223544.1094,0,0,0,3.63E+08,1114361.406,3.80E+08,205863.8159,1.76E+08,9.25E+08,1.86E-01,0,2.78E+07,5.58E-03,4.98E+09,8.25E+09,2.96E+02,4.03E+09,8.09E-01,38638.79951,440751,2065429,69.39575611,1.973330974,28.20620554,48.82556432,47.09609666,4.081665612,45.85282915,34.07565678,19.89572162,53.2339339,46.265272,7.926037831,71.47133552,20.6034811,18.4716105,12.13433141,61.01957511,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
42,268722.8887,0.088270336,65153.44706,0.021401663,Moga,Punjab,0,0,0,0,0,214021.5938,0,428062.8125,0,0,6.42E+05,2.74E-04,0,2.40E+07,1.02E-02,2.35E+09,3.09E+10,1.29E+03,2.32E+09,9.90E-01,0,270226,1225260,10.19931132,25.31698985,63.8441016,52.54465447,40.36798976,7.090713699,6.321257022,36.53392938,56.66308201,1.978025801,96.31645845,3.442025194,39.9272335,56.63261973,13.02988753,22.08453716,59.06827939,3. Developed,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,1. High Unemployement
420,164041.7755,0.029474368,19492.05882,0.003502255,Bhind,Madhya Pradesh,0,0,0,0,0,2657821.367,0,2045524.683,0,1982094.851,6.69E+06,1.50E-03,0,4.76E+07,1.07E-02,4.47E+09,7.24E+09,1.52E+02,4.41E+09,9.88E-01,0,371795,1828795,68.00779139,2.809379631,28.31623153,48.91495851,47.33406716,3.765506529,55.50171573,27.33047809,17.04519265,54.61799056,45.0622421,9.649651824,69.32479565,21.01870735,19.14424525,9.293277814,65.22529863,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement
421,417326.39,0.064409554,30719.64314,0.004741226,Gwalior,Madhya Pradesh,1.14E+07,4.11E+07,0,223350.3906,0,2.69E+08,6626165.148,4.68E+08,465310.3716,6.28E+08,1.43E+09,2.73E-01,9614983.875,9.78E+07,1.87E-02,5.22E+09,1.91E+10,1.96E+02,3.68E+09,7.06E-01,3410223.387,621011,2888547,29.27572297,2.072571339,68.1704345,65.62342938,31.79410043,2.586351772,25.59112544,18.75571125,55.32252392,10.61929918,88.95236155,5.395317474,41.17286554,53.3846146,6.852130154,24.6361579,62.70214748,3. Developed,3. Developed,1. Under-Developed,3. Developed,3. Developed,3. High Non-AL
422,149567.5539,0.063956735,15422.74902,0.006594938,Datia,Madhya Pradesh,223962.7656,3094375.861,0,0,0,551827.3025,0,1103561.332,0,1.25E+07,1.75E+07,9.27E-03,0,1.05E+07,5.58E-03,1.89E+09,4.44E+09,4.21E+02,1.86E+09,9.85E-01,0,194401,835181,70.45416536,2.059389098,27.13047721,54.64622044,42.52353846,2.830687085,50.63149212,31.48474442,17.69468367,32.97827789,66.48529997,14.78820222,65.11070468,20.0968102,23.49981621,12.38557869,54.36689771,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,2. High AL
423,40762.66397,0.003151973,11106.3098,0.000858795,Shivpuri,Madhya Pradesh,2.64E+07,4.17E+07,0,1124423.063,1105561.739,5.41E+08,3.55E+07,4.38E+08,766991.9096,2.50E+09,3.58E+09,3.42E-01,4.46E+07,1.60E+07,1.52E-03,1.05E+10,6.82E+09,4.28E+02,6.82E+09,6.52E-01,6874610.11,415650,1695700,78.27868615,1.173257308,20.35970769,47.96952628,48.17188861,3.858880549,67.23680765,16.42041573,16.19293853,50.43192301,48.79717382,26.97051077,56.46697414,16.57180488,27.39134281,11.3961196,49.71811051,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
424,176398.6807,0.028276835,57736.29804,0.00925517,Tikamgarh,Madhya Pradesh,4254755.185,450993.7031,0,0,225514.3438,2.11E+07,450313.2344,2933480.219,0,7.50E+07,1.04E+08,2.06E-02,0,6997462.344,1.38E-03,5.07E+09,7.29E+09,1.04E+03,4.95E+09,9.78E-01,902571.3281,342437,1433047,84.83941659,0.608148652,14.32862454,55.67259262,41.50663538,2.818981594,79.49852907,8.836439988,11.52504607,50.96936809,48.86243981,37.01943248,53.73453599,9.246845697,28.09593824,9.70491547,48.07190553,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
425,179700.4103,0.016850751,56806.76863,0.005326848,Chhatarpur,Madhya Pradesh,1498175.652,4.62E+07,0,226164.2813,0,3.33E+07,2.36E+07,1.82E+07,0,1.55E+09,1.67E+09,1.93E-01,1243035.906,1.34E+07,1.55E-03,8.67E+09,1.26E+10,9.36E+02,6.99E+09,8.06E-01,1562927.815,455757,1941162,73.28548964,0.893815125,25.49117797,59.03621074,38.74113157,2.216790527,73.21344752,7.0409093,19.56652953,43.58720393,56.15677675,33.5104988,55.96223645,10.52273712,21.414596,14.86573506,52.31036874,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
426,83397.30734,0.009587535,22879.57255,0.002630285,Panna,Madhya Pradesh,904704.6875,1.24E+08,0,0,0,1.67E+08,5.09E+07,8.13E+07,173768.0846,2.93E+09,3.35E+09,4.72E-01,0,3843476.953,5.42E-04,7.10E+09,3.06E+09,7.95E+02,3.74E+09,5.27E-01,0,263898,1007644,83.19754716,0.773600027,15.65285868,52.15498602,44.99760286,2.846558898,76.49866426,12.73602756,10.60453357,60.48450083,39.41214977,33.08464824,53.49833269,13.41199175,21.34781728,10.50390813,51.41677021,1. Under-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
427,464076.8076,0.037089061,79528.42353,0.006355919,Sagar,Madhya Pradesh,2515126.581,3.78E+07,0,0,0,1.49E+07,2.61E+07,1.64E+07,0,2.84E+09,2.94E+09,2.87E-01,227853.1875,6.58E+07,6.42E-03,1.03E+10,3.13E+10,4.76E+02,7.24E+09,7.06E-01,3645188.578,714797,2906412,62.96667222,2.036272116,34.68369691,54.18403519,42.16220857,3.65771135,67.86864396,8.259798376,23.53931802,22.07973411,77.547807,25.74424851,40.52197141,33.73097733,15.71377355,22.77705294,52.41307839,3. Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement
428,57338.11493,0.006392837,16302.73333,0.001817652,Damoh,Madhya Pradesh,3872518.063,8687404.055,0,0,0,2.11E+08,1.06E+07,8.77E+07,227937.4688,2.78E+09,3.10E+09,4.22E-01,0,1.39E+07,1.89E-03,7.35E+09,1.02E+10,7.32E+02,4.24E+09,5.76E-01,0,374396,1400768,76.34138078,1.215314266,22.17265676,48.77703875,46.96245847,4.257418348,77.3872317,7.777095108,14.62369897,31.48558692,68.30559621,33.31145872,47.68679019,18.98989279,18.00433762,18.08315153,49.26211907,2. Moderately-Developed,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,2. High AL
429,134794.5346,0.014654853,29382.75686,0.003194491,Satna,Madhya Pradesh,8457721.397,9.51E+07,0,202200.6812,556525.9047,8.41E+07,3.45E+07,4.30E+07,1188822.165,1.30E+09,1.57E+09,2.10E-01,8.57E+07,2.38E+07,3.17E-03,7.50E+09,2.47E+10,1.04E+03,5.81E+09,7.75E-01,4454259.248,626373,2560791,61.68680259,8.212734425,29.59604118,64.78386999,32.96044944,2.237291039,63.92949952,13.44211724,22.40662465,31.40028593,68.37371534,16.06308701,65.98530061,17.93742866,15.16589991,17.16766421,54.57911247,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement
43,204938.3414,0.030418526,51319.32941,0.00761721,Firozpur,Punjab,1800565.174,0,0,0,2862753.178,1567429.782,853346.7031,1932563.443,213321.8281,475338.3809,9.71E+06,1.86E-03,882565.6347,6.68E+07,1.28E-02,5.20E+09,6.40E+10,9.58E+02,5.13E+09,9.85E-01,0,509999,2337810,22.41472826,22.65792953,52.93453928,44.44958774,46.47245897,9.071965827,23.39096606,27.85480148,48.46426483,3.616306503,94.63289399,3.574579558,44.57938898,51.82625809,14.50776582,20.42796463,58.36124407,3. Developed,2. Moderately-Developed,3. Developed,3. Developed,2. Moderately-Developed,1. High Unemployement
430,163070.2973,0.02103501,25983.45882,0.003351697,Rewa,Madhya Pradesh,2264358.109,7.98E+07,0,0,0,1.09E+08,1.83E+07,4.45E+07,0,3.62E+08,6.16E+08,9.77E-02,680124.5625,1.40E+07,2.23E-03,6.31E+09,1.77E+10,1.26E+03,5.68E+09,9.00E-01,0,601765,2360430,71.53189202,5.459754223,22.39627944,66.38737697,31.40505197,2.205989714,51.31216472,34.64804816,13.81343664,48.05383597,51.72194694,18.35243376,69.698697,11.94128522,19.14002957,12.13935596,52.20506433,2. Moderately-Developed,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. High Unemployement
431,68008.04628,0.01217186,8758.027451,0.001567483,Umaria,Madhya Pradesh,1.05E+07,1.52E+08,0,228242.5313,0,6.69E+07,3.95E+08,4.50E+07,3418243.219,2.36E+09,3.03E+09,6.61E-01,2.58E+07,7698775.289,1.68E-03,4.59E+09,4.41E+09,5.72E+02,1.52E+09,3.31E-01,3824332.022,168795,638351,80.21781747,0.688576083,18.3973222,54.65292455,41.76052193,3.587085518,83.29755443,2.007856868,14.56499778,47.58475547,52.05627951,37.29515862,43.56422643,19.14474955,14.42309952,11.46030945,49.02193307,2. Moderately-Developed,1. Under-Developed,2. Moderately-Developed,1. Under-Developed,1. Under-Developed,1. High Unemployement
432,260269.6888,0.050953936,50287.55294,0.009844976,Neemuch,Madhya Pradesh,6568586.156,3642292.039,0,0,332275.9969,3.91E+08,2640921.968,3.19E+08,0,3.79E+08,1.10E+09,2.65E-01,6.28E+07,1.53E+07,3.68E-03,4.16E+09,1.18E+10,7.70E+02,2.98E+09,7.16E-01,3169847.156,253831,1047569,60.74624888,1.106867955,37.88783403,61.32973868,36.60774019,2.060643499,56.57256403,9.836363959,33.22808128,12.78273103,86.80924434,23.65274533,22.23577695,54.09781705,26.94696006,19.77483106,46.43875487,3. Developed,3. Developed,1. Under-Developed,1. Under-Developed,1. Under-Developed,2. High AL
